season,episode_number,stars,episode_title,emotion
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Mad
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Mad
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Mad
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Peaceful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Mad
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Peaceful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Sad
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Joyful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Mad
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Joyful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Joyful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Joyful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Scared
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Joyful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Mad
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Mad
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Peaceful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Joyful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Peaceful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Scared
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Joyful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Peaceful
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Scared
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Mad
1,1,8.3,"The One Where Monica Gets a Roommate: The Pilot",Neutral
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Sad
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Sad
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Peaceful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Peaceful
1,2,8.1,"The One with the Sonogram at the End",Sad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Sad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Peaceful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Sad
1,2,8.1,"The One with the Sonogram at the End",Sad
1,2,8.1,"The One with the Sonogram at the End",Sad
1,2,8.1,"The One with the Sonogram at the End",Scared
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Sad
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Sad
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Neutral
1,2,8.1,"The One with the Sonogram at the End",Powerful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Joyful
1,2,8.1,"The One with the Sonogram at the End",Mad
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Mad
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Peaceful
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Mad
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Mad
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Mad
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Peaceful
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Mad
1,3,8.2,"The One with the Thumb",Mad
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Peaceful
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Joyful
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Peaceful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Mad
1,3,8.2,"The One with the Thumb",Peaceful
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Peaceful
1,3,8.2,"The One with the Thumb",Neutral
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Sad
1,3,8.2,"The One with the Thumb",Peaceful
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Mad
1,3,8.2,"The One with the Thumb",Scared
1,3,8.2,"The One with the Thumb",Powerful
1,3,8.2,"The One with the Thumb",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Sad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Sad
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Scared
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Scared
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Sad
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Sad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Scared
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Powerful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Peaceful
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Scared
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Scared
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Sad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Powerful
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Scared
1,4,8.1,"The One with George Stephanopoulos",Powerful
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Neutral
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Powerful
1,4,8.1,"The One with George Stephanopoulos",Powerful
1,4,8.1,"The One with George Stephanopoulos",Powerful
1,4,8.1,"The One with George Stephanopoulos",Powerful
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Mad
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
1,4,8.1,"The One with George Stephanopoulos",Joyful
